orl_id,entity_key,prospect,market,eligible,hold_reason,category,service_fit,public_portfolio,decision_maker,linkedin,instagram,official_website,official_email,official_fallback,market_message,message_template,research_state,assignment_state,contacted_proof,send_evidence,reply_state,accessed_at,source_urls
ORL-DXB-024,dubaivacationhomes.com,Dubai Vacation Homes (DVH Holiday Homes LLC),"Dubai, UAE",YES,,Dubai vacation-rental and holiday-home operator,Operator with direct holiday-home catalogue and owner-management service; free one-listing review could be complementary without assuming missing capability.,https://dubaihomesandvillas.com/short-stay-rentals?checkIn&checkOut&guests=2,Unknown / unverified,,,https://dubaivacationhomes.com/,,https://dubaivacationhomes.com/contact-dubai-vacation-homes; +971 05 830 4729,Official site explicitly combines Dubai short-term management with live direct holiday-home availability.,"Hi Dubai Vacation Homes team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. After seeing your live Dubai holiday-home catalogue, we’d be glad to offer a free one-listing review as a possible complementary second opinion, with no performance claim or guarantee: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://dubaivacationhomes.com/dubai-holiday-home-management | https://dubaivacationhomes.com/contact-dubai-vacation-homes | https://dubaihomesandvillas.com/short-stay-rentals?checkIn&checkOut&guests=2 | https://dubaivacationhomes.com/
ORL-DXB-025,eliteluxhomes.ae,Elite LUX Holiday Homes,"Dubai, UAE",YES,,Dubai holiday-home management operator,Licensed Dubai holiday-home manager with exact current public accommodation inventory; complementary one-listing review is plausible.,https://us.trip.com/hotels/dubai-hotel-detail-133194901/elite-lux-holiday-homes-stylish-1br-apartment-in-jvt-cloud-tower-jvt,Unknown / unverified,,,https://eliteluxhomes.ae/,reservations@eliteluxhomes.ae,https://eliteluxhomes.ae/property-management; reservations@eliteluxhomes.ae and +971 52 691 7660 published on exact property page,Official pages describe Dubai holiday-home management and an exact JVT short-stay apartment is publicly bookable under the operator name.,"Hi Elite LUX team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. After seeing your public Jumeirah Village Triangle holiday-home listing, we’d be glad to offer a free one-listing review as a possible complementary second opinion, with no performance claim or guarantee: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://eliteluxhomes.ae/about | https://eliteluxhomes.ae/property-management | https://us.trip.com/hotels/dubai-hotel-detail-133194901/elite-lux-holiday-homes-stylish-1br-apartment-in-jvt-cloud-tower-jvt | https://eliteluxhomes.ae/
ORL-DXB-026,firstclass-dxb.com,First Class Property Management,"Dubai, UAE",YES,,Dubai luxury holiday-home and short-term-rental operator,Established Dubai short-term-rental operator with public managed inventory; a free one-listing complementary review is plausible without presuming a capability gap.,https://www.firstclass-dxb.com/,Unknown / unverified,,,https://www.firstclass-dxb.com/,info@firstclass-dxb.com,Official contact page: https://www.firstclass-dxb.com/contact ; info@firstclass-dxb.com ; +971 04 2808 859,"The official site presents premium properties available through Airbnb, Booking.com and direct booking in Dubai.","Hi First Class team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. Your site presents premium Dubai properties across Airbnb, Booking.com and direct booking. If useful, we’d be glad to offer a free one-listing review as a possible complementary second opinion, with no performance claim or guarantee: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://www.firstclass-dxb.com/ | https://www.firstclass-dxb.com/contact
ORL-DXB-027,frankporter.com,Frank Porter Vacation Homes Rental L.L.C.,"Dubai, UAE",YES,,Dubai short-term-rental and holiday-home management operator,Large established operator with public Dubai short-term-rental inventory; complementary or overflow review fit is plausible without claiming missing capability.,https://booking.frankporter.com/,Unknown / unverified,,https://www.instagram.com/mrfrankporter/,https://www.frankporter.com/,hello@frankporter.com,Official site/contact route: https://www.frankporter.com/contact ; hello@frankporter.com ; +971 4 427 8193,Frank Porter’s official site says it manages 650+ properties across Dubai and the UAE; this is labelled self-reported.,"Hi Frank Porter team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. Your site describes a substantial Dubai short-let portfolio and multi-platform booking operation. If useful, we’d be glad to offer a free one-listing complementary review, with no performance claim or guarantee: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://www.frankporter.com/ | https://www.frankporter.com/contact | https://booking.frankporter.com/ | https://www.instagram.com/mrfrankporter/
ORL-DXB-028,guestready.com,GuestReady,"Dubai, UAE",YES,,Dubai short-term-rental and holiday-home management operator,"Public Dubai holiday-home inventory and management operation support a complementary free one-listing review, without presuming deficient capability.",https://www.guestready.com/stays/holiday-homes-dubai/,Unknown / unverified,,,https://www.guestready.com/,,Official contact page: https://www.guestready.com/contact-us/,"GuestReady’s official Dubai pages show named holiday-home inventory in Downtown, Jumeirah Beach and Marina and a local management service.","Hi GuestReady team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. Your Dubai pages show current holiday-home inventory across locations including Downtown, Jumeirah Beach and Marina. If useful, we’d be glad to offer a free one-listing complementary review, with no performance claim or guarantee: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://www.guestready.com/property-management-dubai/ | https://www.guestready.com/stays/holiday-homes-dubai/ | https://www.guestready.com/contact-us/ | https://www.guestready.com/
ORL-DXB-029,hausandhausholidays.com,haus & haus Holidays,"Dubai, UAE",YES,,Dubai holiday-home and short-term-rental operator,Established Dubai holiday-home manager with visible current catalogue; complementary or overflow review fit is plausible without presuming missing capability.,https://www.hausandhausholidays.com/find-a-property/?view=grid,Unknown / unverified,,,https://www.hausandhausholidays.com/,,Official contact page: https://www.hausandhausholidays.com/contact/ ; WhatsApp linked by official site: https://api.whatsapp.com/send/?phone=971509649489,The official site publishes current Dubai property pages and states it manages 500+ holiday homes; the total is self-reported.,"Hi haus & haus Holidays team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. Your site shows current Dubai holiday-home inventory across communities including Creek Harbour and Villanova. If useful, we’d be glad to offer a free one-listing complementary review, with no performance claim or guarantee: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://www.hausandhausholidays.com/ | https://www.hausandhausholidays.com/contact/ | https://www.hausandhausholidays.com/manage-my-property/
ORL-DXB-030,jnehomesrental.com,JNE Homes,"Dubai, UAE",YES,,Dubai premium short-term-rental operator,Boutique-looking Dubai short-term-rental operator with exact direct-booking catalogue and public business contact; free one-listing review fit is plausible.,https://www.jnehomesrental.com/,Unknown / unverified,,,https://www.jnehomesrental.com/,hellodubai@jnehomesrental.com,Official site: https://www.jnehomesrental.com/ ; hellodubai@jnehomesrental.com ; +971 52 203 9108,"JNE Homes’ official site displays named current Dubai listings in Marina, JVC and waterfront locations.","Hi JNE Homes team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. Your site shows current Dubai short-term-rental homes in Marina, JVC and waterfront locations. If useful, we’d be glad to offer a free one-listing review, with no performance claim or guarantee: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://www.jnehomesrental.com/
ORL-DXB-031,kaholidayhomes.com,KA Holiday Homes,"Dubai, UAE",YES,,Dubai holiday-home / short-term-rental operator,Plausible complementary or overflow free one-listing revenue review; existing pricing capability is not presumed absent.,https://kaholidayhomes.com/properties/,Unknown / unverified,,,https://kaholidayhomes.com/,,https://kaholidayhomes.com/contact/,Current official site shows Dubai short-term or holiday-home inventory and owner-management route.,"Hi KA Holiday Homes team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. We’d be glad to offer a free one-listing review of booking windows, rate structure and minimum stays as a possible complementary second opinion, with no performance claim or guarantee: https://www.oasisrevenuelab.com. This draft is UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://kaholidayhomes.com/properties/ | https://kaholidayhomes.com/
ORL-DXB-032,keysplease.ae,Keys Please Holiday Homes,"Dubai, UAE",YES,,Dubai holiday-home / short-term-rental operator,Plausible complementary or overflow free one-listing revenue review; existing pricing capability is not presumed absent.,https://keysplease.ae/search-results/,Unknown / unverified,,,https://keysplease.ae/,,https://keysplease.ae/list-my-home/,Current official site shows Dubai short-term or holiday-home inventory and owner-management route.,"Hi Keys Please Holiday Homes team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. We’d be glad to offer a free one-listing review of booking windows, rate structure and minimum stays as a possible complementary second opinion, with no performance claim or guarantee: https://www.oasisrevenuelab.com. This draft is UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://keysplease.ae/about-us/ | https://keysplease.ae/
ORL-DXB-033,kireb.com,KIREB Holiday Homes Rental,"Dubai, UAE",YES,,Dubai holiday-home / short-term-rental operator,Plausible complementary or overflow free one-listing revenue review; existing pricing capability is not presumed absent.,https://www.kireb.com/services/short-term-rental,Unknown / unverified,,,https://www.kireb.com/,info@kireb.com,https://www.kireb.com/,Current official site shows Dubai short-term or holiday-home inventory and owner-management route.,"Hi KIREB Holiday Homes Rental team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. We’d be glad to offer a free one-listing review of booking windows, rate structure and minimum stays as a possible complementary second opinion, with no performance claim or guarantee: https://www.oasisrevenuelab.com. This draft is UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://www.kireb.com/services/short-term-rental | https://www.kireb.com/
ORL-DXB-034,kwickstays.com,Kwick Stays,"Dubai, UAE",YES,,Dubai holiday-home / short-term-rental operator,Plausible complementary or overflow free one-listing revenue review; existing pricing capability is not presumed absent.,https://www.kwickstays.com/,Unknown / unverified,,,https://www.kwickstays.com/,,https://www.kwickstays.com/contact/,Current official site shows Dubai short-term or holiday-home inventory and owner-management route.,"Hi Kwick Stays team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. We’d be glad to offer a free one-listing review of booking windows, rate structure and minimum stays as a possible complementary second opinion, with no performance claim or guarantee: https://www.oasisrevenuelab.com. This draft is UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://www.kwickstays.com/
ORL-DXB-035,lotushomes.ae,Lotus Holiday Homes,"Dubai, UAE",YES,,Dubai holiday-home / short-term-rental operator,Plausible complementary or overflow free one-listing revenue review; existing pricing capability is not presumed absent.,http://lotushomes.ae/services.html,Unknown / unverified,,,https://lotushomes.ae/,faraz@lotushomes.ae,http://lotushomes.ae/services.html,Current official site shows Dubai short-term or holiday-home inventory and owner-management route.,"Hi Lotus Holiday Homes team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. We’d be glad to offer a free one-listing review of booking windows, rate structure and minimum stays as a possible complementary second opinion, with no performance claim or guarantee: https://www.oasisrevenuelab.com. This draft is UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,http://lotushomes.ae/services.html | https://lotushomes.ae/
ORL-DXB-036,luxfolioretreats.ae,LUXFolio Retreats,"Dubai, UAE",YES,,Dubai holiday-home / short-term-rental operator,Plausible complementary or overflow free one-listing revenue review; existing pricing capability is not presumed absent.,https://luxfolioretreats.ae/our-properties,Unknown / unverified,,,https://luxfolioretreats.ae/,,https://luxfolioretreats.ae/our-properties,Current official site shows Dubai short-term or holiday-home inventory and owner-management route.,"Hi LUXFolio Retreats team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. We’d be glad to offer a free one-listing review of booking windows, rate structure and minimum stays as a possible complementary second opinion, with no performance claim or guarantee: https://www.oasisrevenuelab.com. This draft is UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://luxfolioretreats.ae/our-properties | https://luxfolioretreats.ae/
ORL-DXB-037,primestay.ae,Primestay,"Dubai, UAE",YES,,Dubai holiday-home and short-term-rental operator,Established Dubai holiday-home operator with public inventory and owner-management route; complementary one-listing review is plausible without presuming a capability gap.,https://www.primestay.ae/,Unknown / unverified,,,https://www.primestay.ae/,,https://www.primestay.ae/list-a-property/ (official property-owner inquiry route),Primestay publicly describes 600+ listed properties and Dubai short-term rental management; figures are self-reported.,"Hi Primestay team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. If useful, we’d be glad to offer a free one-listing review of rate structure, booking windows and minimum stays, with no automatic changes or guaranteed uplift: https://www.oasisrevenuelab.com.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://www.primestay.ae/ | https://www.primestay.ae/about/ | https://www.primestay.ae/list-a-property/
ORL-DXB-038,richstay.ae,Rich Stay Holiday Homes,"Dubai, UAE",YES,,Dubai holiday-home and short-term-rental operator,Public Dubai holiday-home operator with exact managed listing and business profile; complementary review fit plausible.,https://www.booking.com/hotel/ae/beachfront-3br-condo-in-sunrise-bay-by-rich-stay.html,Unknown / unverified,https://www.linkedin.com/company/richstay,,https://www.richstay.ae/,admin@richstay.com,https://www.linkedin.com/company/richstay (public company profile; indexed business email admin@richstay.com),Rich Stay publicly operates a managed Emaar Beachfront Dubai Harbour holiday-home listing.,"Hi Rich Stay team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. If useful, we’d be glad to offer a free one-listing review of rate structure, booking windows and minimum stays, with no automatic changes or guaranteed uplift: https://www.oasisrevenuelab.com.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://www.richstay.ae/ | https://www.linkedin.com/company/richstay | https://www.booking.com/hotel/ae/beachfront-3br-condo-in-sunrise-bay-by-rich-stay.html
ORL-DXB-039,rovostays.com,Rovostays,"Dubai, UAE",YES,,Dubai serviced-apartment and short-term-rental operator,DET-licensed Dubai short-let operator with owner route and multi-channel inventory; complementary one-listing review is plausible.,https://rovostays.com/dubai/marina/property-management,Unknown / unverified,,,https://rovostays.com/,owners@rovostays.com,https://rovostays.com/owners (owners@rovostays.com and Dubai office route),Rovostays publicly describes DET-licensed Dubai Marina short-let management across multiple booking channels.,"Hi Rovostays team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. If useful, we’d be glad to offer a free one-listing review of rate structure, booking windows and minimum stays, with no automatic changes or guaranteed uplift: https://www.oasisrevenuelab.com.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://rovostays.com/owners | https://rovostays.com/dubai/marina/property-management | https://www.booking.com/hotel/ae/burj-vista-tower-2-unit-1104-mohammed-bin-rashid-boulevard-burj-khalifa-downtown.html | https://rovostays.com/
ORL-DXB-040,staygroup.ae,Stay® Group,"Dubai, UAE",YES,,Dubai short-term-rental and holiday-home operator,DET-licensed Dubai holiday-home operator with public service and contact routes; complementary review fit plausible without presuming capability gap.,https://staygroup.ae/,Unknown / unverified,,,https://staygroup.ae/,info@staygroup.ae,https://staygroup.ae/contact-us (official contact page; info@staygroup.ae),Stay Group publicly identifies DET holiday-home licence 1559172 and short-term-rental operations across major Dubai communities.,"Hi Stay team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. If useful, we’d be glad to offer a free one-listing review of rate structure, booking windows and minimum stays, with no automatic changes or guaranteed uplift: https://www.oasisrevenuelab.com.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://staygroup.ae/ | https://staygroup.ae/contact-us | https://staygroup.ae/short-term-rentals
ORL-DXB-041,stayqstay.com,Qstay,"Dubai, UAE",YES,,Dubai vacation-rental and serviced-accommodation operator,Public Dubai vacation-rental operator with exact managed accommodation evidence; a complementary free one-listing review is plausible.,https://www.booking.com/hotel/ae/address-dubai-opera-residences-by-qstay.html,Unknown / unverified,https://www.linkedin.com/company/qstay/,https://www.instagram.com/qstay_ae/,https://stayqstay.com/,,https://stayqstay.com/ (official site) and https://www.linkedin.com/company/qstay/,Qstay is publicly associated with vacation rentals and an exact Dubai Opera Residences managed property.,"Hi Qstay team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. If useful, we’d be glad to offer a free one-listing review of rate structure, booking windows and minimum stays, with no automatic changes or guaranteed uplift: https://www.oasisrevenuelab.com.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://stayqstay.com/ | https://www.linkedin.com/company/qstay/ | https://www.instagram.com/qstay_ae/ | https://www.booking.com/hotel/ae/address-dubai-opera-residences-by-qstay.html
ORL-DXB-042,themaisonprivee.com,Maison Privee,"Dubai, UAE",YES,,Dubai holiday-home / short-term-rental operator,Plausible complementary or overflow free one-listing revenue review; existing pricing capability is not presumed absent.,https://www.themaisonprivee.com/,Unknown / unverified,,,https://www.themaisonprivee.com/,info@themaisonprivee.com,https://www.themaisonprivee.com/,Current official site shows Dubai short-term or holiday-home inventory and owner-management route.,"Hi Maison Privee team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. We’d be glad to offer a free one-listing review of booking windows, rate structure and minimum stays as a possible complementary second opinion, with no performance claim or guarantee: https://www.oasisrevenuelab.com. This draft is UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://www.themaisonprivee.com/
ORL-DXB-043,v-edition-airbnb-host-581791675472704518,V Edition Holiday Homes Rental LLC,"Dubai, UAE",YES,,Dubai short-term-rental operator,Public Dubai short-term-rental operator with exact serviced-apartment inventory and a plausible free one-listing review fit; internal capability remains unknown.,https://airbnb.co.in/rooms/581791675472704518,Unknown / unverified,,https://www.instagram.com/p/CyvipNMp3XQ/,,,https://airbnb.co.in/rooms/581791675472704518,The cited Marina-view serviced apartment is publicly hosted by V Edition and the listing describes its Dubai short-term-rental operation.,"Hi V Edition team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. Your public Marina serviced-apartment listing identifies V Edition as a Dubai short-term-rental operator. If useful, we’d be glad to provide a free one-listing review of rate structure, booking windows and minimum stays as a complementary second opinion, with no automatic changes or guaranteed uplift: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://airbnb.co.in/rooms/581791675472704518 | https://www.booking.com/hotel/ae/v-edition-stunning-marina-view-serviced-apartment.html | https://www.instagram.com/p/CyvipNMp3XQ/
ORL-DXB-044,vacation-bay-holiday-homes-dubai-linkedin,Vacation Bay - Holiday Homes Dubai,"Dubai, UAE",YES,,Dubai vacation-rental operator,Public Dubai vacation-rental agency with exact furnished short-stay apartment evidence; a free one-listing review is plausible while internal capability remains unknown.,https://uk.trip.com/hotels/dubai-hotel-detail-2838001/vacation-bay-jumeirah-bay-x-1-tower-jlt/,Unknown / unverified,https://www.linkedin.com/company/vacation-bay---holiday-homes-dubai,,https://uk.trip.com/hotels/dubai-hotel-detail-2838001/vacation-bay-jumeirah-bay-x-1-tower-jlt/,,https://www.linkedin.com/company/vacation-bay---holiday-homes-dubai,The public business profile describes furnished short-stay apartments in Dubai and the cited accommodation pages show Vacation Bay inventory in JLT and Downtown.,"Hi Vacation Bay team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. Your public profile and Dubai accommodation pages show furnished short-stay apartments across JLT and Downtown. If useful, we’d be glad to provide a free one-listing review of rate structure, booking windows and minimum stays as a complementary second opinion, with no automatic changes or guaranteed uplift: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://www.linkedin.com/company/vacation-bay---holiday-homes-dubai | https://uk.trip.com/hotels/dubai-hotel-detail-2838001/vacation-bay-jumeirah-bay-x-1-tower-jlt/ | https://www.guestreservations.com/vacation-bay-downtown-claren-tower/booking
ORL-DXB-045,wyholidayhomes.com,Wise & Young Holiday Homes,"Dubai, UAE",YES,,Dubai boutique holiday-home operator,Boutique Dubai holiday-home operator with a visible catalogue; a free one-listing or complementary review is plausible without assuming missing RM capability.,https://wyholidayhomes.com/dubai-holiday-properties/,Jami Rafati — Founder & CEO (official site),,,https://wyholidayhomes.com/,,https://wyholidayhomes.com/contact-wise-and-young-holiday-homes/,"The official site presents Wise & Young as a boutique Dubai hospitality brand with named properties including Liv Marina, Palace Dubai Creek, Seven Palm and Oxford212.","Hi Wise & Young team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. Your site presents a boutique Dubai holiday-home catalogue including Liv Marina, Palace Dubai Creek, Seven Palm and Oxford212. If useful, we’d be glad to provide a free one-listing review of rate structure, booking windows and minimum stays as a complementary second opinion, with no automatic changes or guaranteed uplift: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://wyholidayhomes.com/ | https://wyholidayhomes.com/about-wise-and-young-holiday-homes | https://wyholidayhomes.com/dubai-holiday-properties/ | https://wyholidayhomes.com/contact-wise-and-young-holiday-homes/
ORL-DXB-046,zenithrent.com,Zenith Smart Vacation Homes Rental,"Dubai, UAE",YES,,Dubai vacation-home and short-term-rental operator,Public Dubai short-term and vacation-home operation with visible inventory and inquiry routes; a complementary one-listing review is plausible without presuming deficient capability.,https://zenithrent.com/,HASSAN JAHEDPARI — Chief Executive Officer (public company profile),https://www.linkedin.com/company/zenith-smart-vacation-homes-rental,,https://zenithrent.com/,welcome@zenithdeveloper.net,https://www.linkedin.com/company/zenith-smart-vacation-homes-rental,Zenith's official site visibly combines short-term rent and hospitality services with a Dubai Jumeirah Village Circle property example.,"Hi Zenith team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. Your public site shows short-term-rental and hospitality services with Dubai inventory including Zenith Tower J2. If useful, we’d be glad to provide a free one-listing review of rate structure, booking windows and minimum stays as a complementary second opinion, with no automatic changes or guaranteed uplift: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://zenithrent.com/ | https://www.linkedin.com/company/zenith-smart-vacation-homes-rental | https://www.trip.com/hotels/dubai-hotel-detail-106379009/zenith-smart-vacation-homes-rental-zenith-tower-a2/
ORL-DXB-047,abrajjholidayhomes.com,Abrajj Holiday Homes,"Dubai, UAE",YES,,Dubai short-term holiday-rental operator,Public exact units across major Dubai STR districts and direct business contact route make a free one-listing review plausible; no capability gap inferred.,https://abrajjholidayhomes.com/en/units,Unknown / unverified,,,https://abrajjholidayhomes.com/,info@abrajjholidayhomes.com,https://abrajjholidayhomes.com/ — info@abrajjholidayhomes.com and phone numbers published; no contact made,"Official unit catalogue currently lists nightly-priced apartments in Dubai Marina, JBR, Emaar Beachfront and Downtown.","Hi Abrajj team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. Your current catalogue includes nightly-priced homes across Dubai Marina, JBR, Emaar Beachfront and Downtown. If useful, we’d be glad to offer a free one-listing review as a possible complementary second opinion, with no automatic changes or guarantee: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://abrajjholidayhomes.com/ | https://abrajjholidayhomes.com/en/units | https://abrajjholidayhomes.com/en/aboutus
ORL-DXB-048,amare.ae,Amare Holiday Homes,"Dubai, UAE",YES,,Dubai boutique holiday-home operator,"Small, clearly positioned Dubai holiday-home collection with direct-booking inventory; a complementary one-listing review is plausible without presuming missing capability.",https://amare.ae/properties,Unknown / unverified,https://linkedin.com/company/amare-holiday-homes,,https://amare.ae/,info@amare.ae,https://amare.ae/about — info@amare.ae and +971 54 333 9216 published; no contact made,Official site shows a 19-stay Dubai collection concentrated in named neighbourhoods including District One and Business Bay.,"Hi Amare team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. Your direct-booking collection spans focused Dubai neighbourhoods including District One and Business Bay. If useful, we’d be glad to offer a free one-listing review as a possible complementary second opinion, with no automatic changes or guarantee: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://amare.ae/ | https://amare.ae/about | https://amare.ae/properties | https://linkedin.com/company/amare-holiday-homes
ORL-DXB-049,arbabhomes.com,Arbab Holiday Homes,"Dubai, UAE",YES,,Dubai holiday-home and short-term-rental operator,"Official direct-booking holiday-home catalogue with named Dubai properties; complementary review fit plausible, with contact and internal capability requiring verification.",https://arbabhomes.com/,Unknown / unverified,,,https://arbabhomes.com/,,https://arbabhomes.com/ — official booking/contact route; no external contact made,Official site exposes named Downtown Dubai and Palm/Jumeirah luxury holiday-home inventory with booking functionality.,"Hi Arbab team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. Your site shows named Dubai holiday homes including Downtown and Palm-area stays. If useful, we’d be glad to offer a free one-listing review as a possible complementary second opinion, with no automatic changes or guarantee: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://arbabhomes.com/
ORL-DXB-050,bnbme.me,bnbme Holiday Homes,"Dubai, UAE",YES,,Dubai luxury vacation-rental operator,Founder-led/brand-specific Dubai vacation-rental operator with direct owner onboarding and exact STR listing evidence; complementary review fit plausible without presuming capability gap.,https://airbnb.se/rooms/47797551,Unknown / unverified,,,https://bnbme.me/,,https://bnbmehomes.com/bnbme-your-home — official property-owner enquiry route; no contact made,Exact Downtown Dubai Airbnb listing names bnbme as host and identifies the brand as a holiday-homes management company.,"Hi bnbme team — we’re Oasis Revenue Lab, the revenue-management business in Lux Oasis Advisory & Services’ STR ecosystem. We found your Downtown Dubai holiday-home listing and would be glad to offer a free one-listing review as a possible complementary second opinion, with no automatic changes or guarantee: https://www.oasisrevenuelab.com. UNSENT.",research_candidate / unsent,UNASSIGNED,NO,No proof-backed send or reply recorded,NONE VERIFIED,2026-09-15,https://bnbme.me/ | https://bnbmehomes.com/bnbme-your-home | https://airbnb.se/rooms/47797551 | https://booking.com/hotel/ae/1b-rp-heights-5021.html
